age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,outcome_object_id,outcome_object_name,latitude,longitude,street_id,street_name,lng,lat
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T17:45:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
18-24,Khat or Cannabis warning,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-11T17:50:00+00:00,TRUE,TRUE,Black,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T17:53:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.496065,-2.280936,728659,On or near Union Street,-2.280936,53.496065
18-24,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T17:53:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.496065,-2.280936,728659,On or near Union Street,-2.280936,53.496065
18-24,Caution (simple or conditional),TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2019-05-11T17:59:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-caution,Caution (simple or conditional),53.453268,-2.227632,721726,On or near Ellanby Close,-2.227632,53.453268
18-24,Caution (simple or conditional),TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-11T18:42:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-caution,Caution (simple or conditional),53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T18:43:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T19:25:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.456886,-2.243268,721852,On or near Cardigan Terrace,-2.243268,53.456886
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-11T20:30:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.460382,-2.276829,722089,On or near Tennis Street,-2.276829,53.460382
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T20:37:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.479835,-2.238126,725916,On or near Parking Area,-2.238126,53.479835
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-05-11T21:23:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-arrest,Arrest,53.365001,-2.274076,710813,On or near Malaga Avenue,-2.274076,53.365001
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-05-11T21:23:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-arrest,Arrest,53.365001,-2.274076,710813,On or near Malaga Avenue,-2.274076,53.365001
18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-11T22:36:00+00:00,TRUE,FALSE,Asian,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.535011,-2.103010,736010,On or near Queens Road,-2.10301,53.535011
18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-11T22:45:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.535011,-2.103010,736010,On or near Queens Road,-2.10301,53.535011
18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-11T22:46:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.535011,-2.103010,736010,On or near Queens Road,-2.10301,53.535011
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-11T22:51:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.475401,-2.239608,723487,On or near Atwood Street,-2.239608,53.475401
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-11T22:53:00+00:00,FALSE,TRUE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.475401,-2.239608,723487,On or near Atwood Street,-2.239608,53.475401
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T23:40:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.451418,-2.352603,722499,On or near Dovedale Avenue,-2.3526030000000002,53.451418
10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black African,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-12T01:18:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.546245,-2.093167,740773,On or near Lower House Street,-2.0931670000000002,53.546245
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-12T02:33:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.478436,-2.241041,725968,On or near George Street,-2.241041,53.478436
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NA,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-12T07:23:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.514015,-2.152135,730471,On or near Oldham Road,-2.152135,53.514015
18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-12T11:30:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.456294,-2.251728,721880,On or near Tugford Close,-2.251728,53.456294
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-05-12T12:03:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-arrest,Arrest,53.451612,-2.029098,720521,On or near Thornbury Avenue,-2.029098,53.451612
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-12T12:58:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.376347,-2.248836,712007,On or near Calve Croft Road,-2.248836,53.376347
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-05-12T19:10:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Offensive weapons,bu-arrest,Arrest,53.565256,-2.333982,742038,On or near Ainsworth Road,-2.333982,53.565256
10-17,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-12T19:20:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.453238,-2.224259,721725,On or near Eva Street,-2.224259,53.453238
10-17,Arrest,TRUE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-05-12T21:30:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.435123,-2.211233,717948,On or near St George'S Road,-2.211233,53.435123
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-12T21:58:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.370916,-1.986134,621063,On or near Ollersett Lane,-1.986134,53.370916
10-17,Arrest,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-13T02:20:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.458325,-2.087688,720805,On or near Coniston Avenue,-2.087688,53.458325
18-24,Caution (simple or conditional),TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-13T10:46:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-caution,Caution (simple or conditional),53.597471,-2.449223,747970,On or near Moss Bank Way,-2.449223,53.597471
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-13T12:40:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.371524,-2.251138,711954,On or near Badgers Walk,-2.251138,53.371524
10-17,Community resolution,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-13T17:10:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-community-resolution,Community resolution,53.485789,-2.241038,726017,On or near Supermarket,-2.241038,53.485789
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-14T04:16:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.544997,-2.658587,738332,On or near Logwood Place,-2.658587,53.544997
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-14T16:00:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.482517,-2.093690,724997,On or near Cooper Street,-2.09369,53.482517
18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-14T02:15:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.547070,-2.627544,738620,On or near Crompton Street,-2.627544,53.54707
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-14T03:05:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.597729,-2.290148,748732,On or near Fox Street,-2.290148,53.597729
10-17,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-14T12:45:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.524929,-2.234306,734295,On or near Sandyhill Road,-2.234306,53.524929
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-14T16:25:00+00:00,FALSE,TRUE,White,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.487488,-2.240987,725912,On or near Parking Area,-2.240987,53.487488
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-14T16:32:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.452053,-2.208712,721538,On or near Birchfields Avenue,-2.208712,53.452053
18-24,Arrest,TRUE,Mixed/Multiple ethnic groups - White and Asian,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-14T17:08:00+00:00,FALSE,TRUE,Other,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.482962,-2.234060,726150,On or near Further/Higher Educational Building,-2.23406,53.482962
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-14T22:56:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.451494,-2.204599,721507,On or near Grinton Avenue,-2.204599,53.451494
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-14T22:57:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.451494,-2.204599,721507,On or near Grinton Avenue,-2.204599,53.451494
18-24,Caution (simple or conditional),TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-14T23:45:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-caution,Caution (simple or conditional),53.401167,-2.354413,715501,On or near Clarke Street,-2.354413,53.401167
18-24,Caution (simple or conditional),TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-14T23:45:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-caution,Caution (simple or conditional),53.401167,-2.354413,715501,On or near Clarke Street,-2.354413,53.401167
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-15T00:18:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.478340,-2.248559,726071,On or near Jerusalem Place,-2.248559,53.47834
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-15T03:35:00+00:00,FALSE,FALSE,Other,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.494828,-2.242596,728984,On or near Woolley Street,-2.242596,53.494828
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-05-15T12:55:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Stolen goods,bu-arrest,Arrest,53.500326,-2.178030,729353,On or near All Saints' Street,-2.17803,53.500326
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-15T14:01:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.412649,-2.161596,716870,On or near M60,-2.161596,53.412649
10-17,Arrest,TRUE,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-05-15T14:35:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-arrest,Arrest,53.594906,-2.293845,748679,On or near Nightclub,-2.293845,53.594906
18-24,Arrest,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-15T14:50:00+00:00,FALSE,FALSE,Asian,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.606652,-2.163213,749154,On or near Ashton Street,-2.163213,53.606652
18-24,Arrest,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-15T14:50:00+00:00,FALSE,FALSE,Asian,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.606652,-2.163213,749154,On or near Ashton Street,-2.163213,53.606652
18-24,Khat or Cannabis warning,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-05-15T16:45:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.458762,-2.226456,721630,On or near Parking Area,-2.226456,53.458762
